brand, product, price, shipping, hyperlink
ZOTAC,ZOTAC GeForce GTX 1070 Ti DirectX 12 ZT-P10710G-10P 8GB 256-Bit GDDR5 PCI Express 3.0 Video Card - Mini,$680.00,Free Shipping,https://www.newegg.com/zotac-geforce-gtx-1070-ti-zt-p10710g-10p/p/N82E16814500431?Item=9SIAE8D8UH8944
EVGA,EVGA GeForce GTX 980 04G-P4-1980-KR 4GB GAMING| Silent Cooling Graphics Card,$460.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-980-04g-p4-1980-kr/p/N82E16814487135?Item=9SIAE8DA2J7998
EVGA,EVGA 01G-P3-1371-AR GeForce GTX 460 (Fermi) FPB EE 1GB 256-bit GDDR5 PCI Express 2.0 x16 HDCP Ready SLI Support Video Card,$289.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-460-01g-p3-1371-ar/p/N82E16814130566?Item=9SIAE8DB8R0251
ZOTAC,ZOTAC GeForce GTX 1080 Ti AMP Edition 11GB GDDR5X 352-bit Gaming Graphics Card VR Ready 16+2 Power Phase Freeze Fan Stop IceStorm Cooling Spectra Lighting ZT-P10810D-10P,$1090.00,Free Shipping,https://www.newegg.com/zotac-geforce-gtx-1080-ti-zt-p10810d-10p/p/N82E16814500419?Item=9SIAE8D8GS1190
EVGA,EVGA 06G-P4-3791-KR G-SYNC Support GeForce GTX TITAN BLACK Superclocked 6GB 384-Bit GDDR5 PCI Express 3.0 SLI Support Video Card,$620.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-titan-black-superclocked-06g-p4-3791-kr/p/N82E16814487030?Item=9SIAE8D9P21148
PNY Technologies  Inc.,PNY GeForce GTX 1060 DirectX 12 VCGGTX10606XGPB-OC 6GB 192-Bit GDDR5 PCI Express 3.0 x16 Video Card,$459.00,Free Shipping,https://www.newegg.com/pny-geforce-gtx-1060-vcggtx10606xgpb-oc/p/N82E16814133638?Item=9SIAE8D8VB3546
PNY Technologies  Inc.,PNY GeForce GTX 1070 DirectX 12 VCGGTX10708XGPB-OC 8GB 256-Bit GDDR5 PCI Express 3.0 x16 SLI Support XLR8 Gaming OC Edition Video Card,$599.00,Free Shipping,https://www.newegg.com/pny-geforce-gtx-1070-vcggtx10708xgpb-oc/p/N82E16814133632?Item=9SIAE8D9BG8824
EVGA,EVGA GeForce 9500 GT DirectX 10 01G-P3-N959-TR 1GB 128-Bit DDR2 PCI Express 2.0 x16 HDCP Ready SLI Support Video Card,$199.00,Free Shipping,https://www.newegg.com/evga-geforce-9500-gt-01g-p3-n959-tr/p/N82E16814130395?Item=9SIAE8D84V2977
MSI,MSI GeForce GTX 1060 DirectX 12 GTX 1060 AERO ITX 6G OC 6GB 192-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,$489.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1060-gtx-1060-aero-itx-6g-oc/p/N82E16814137094?Item=9SIAE8D9C95920
ZOTAC,ZOTAC GeForce GTX 1070 Ti DirectX 12 ZT-P10710C-10P 8GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card - AMP! Edition,$680.00,Free Shipping,https://www.newegg.com/zotac-geforce-gtx-1070-ti-zt-p10710c-10p/p/N82E16814500430?Item=9SIAE8DA238019
EVGA,EVGA GeForce GTX 1080 Ti iCX GAMING| 11G-P4-6591-KR| 11GB GDDR5X| iCX Technology - 9 Thermal Sensors & RGB LED G/P/M,$1099.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1080-ti-11g-p4-6591-kr/p/N82E16814487376?Item=9SIAE8D98G2231
GIGABYTE,GIGABYTE GeForce GTX 1080 AORUS Xtreme 8GB DirectX 12 GV-N1080AORUS X-8GD 256-Bit GDDR5X PCI Express 3.0 x16 ATX Video Card,$860.00,Free Shipping,https://www.newegg.com/gigabyte-geforce-gtx-1080-gv-n1080aorus-x-8gd/p/N82E16814125942?Item=9SIAE8D8GG0077
ZOTAC,ZOTAC GeForce GT 1030 2GB GDDR5 64-bit PCIe 3.0 DirectX 12 HDCP Ready Low Profile Video Card ZT-P10300A-10L,$105.24,Free Shipping,https://www.newegg.com/zotac-geforce-gt-1030-zt-p10300a-10l/p/N82E16814500424?Item=9SIA0ZX5U39347
ZOTAC,ZOTAC GAMING GeForce GTX 1650 OC 4GB GDDR5 128-bit Gaming Graphics Card| Super Compact| ZT-T16500F-10L,$168.37,Free Shipping,https://www.newegg.com/zotac-geforce-gtx-1650-zt-t16500f-10l/p/N82E16814500468?Item=9SIA6ZPA2U7137
ZOTAC,ZOTAC GeForce GT 710 DirectX 12 ZT-71301-20L 1GB 64-Bit DDR3 PCI Express 2.0 x8 Video Card,$46.99,$9.99 Shipping,https://www.newegg.com/zotac-geforce-gt-710-zt-71301-20l/p/N82E16814500392?Item=9SIAFVF75G2742
ASUS,ASUS Cerberus GeForce GTX 1050 Ti 4GB OC Edition GDDR5 Gaming Graphics Card| CERBERUS-GTX1050TI-O4G,$226.34,$20.00 Shipping,https://www.newegg.com/asus-geforce-gtx-1050-ti-cerberus-gtx1050ti-o4g/p/N82E16814126237?Item=9SIA8UCB6F2622
PNY Technologies  Inc.,PNY Verto GeForce 210 DirectX 10.1 VCGG2101XPB 1GB 128-Bit DDR2 PCI Express 2.0 x16 HDCP Ready Low Profile Ready Video Card,$139.97,Free Shipping,https://www.newegg.com/pny-geforce-210-vcgg2101xpb/p/N82E16814133320?Item=9SIA5758PB6702
GIGABYTE,GIGABYTE GeForce GTX 1070 Ti DirectX 12 AORUS 8GB 256-Bit GDDR5 PCI Express 3.0 x16 ATX Video Card,$685.00,Free Shipping,https://www.newegg.com/gigabyte-geforce-gtx-1070-ti-gv-n107taorus-8gd/p/N82E16814932029?Item=9SIAE8D8ZR8775
ZOTAC,ZOTAC GeForce GT 710 DirectX 12 ZT-71302-20L 2GB 64-Bit DDR3 PCI Express 2.0 x8 Video Card,$56.49,Free Shipping,https://www.newegg.com/zotac-geforce-gt-710-zt-71302-20l/p/N82E16814500393?Item=9SIAN0MBKY9458
ZOTAC,ZOTAC GAMING GeForce RTX 2080 Blower 8GB GDDR6 256-bit Gaming Graphics Card| Metal Backplate (ZT-T20800A-10P),$1009.99,Free Shipping,https://www.newegg.com/zotac-geforce-rtx-2080-zt-t20800a-10p/p/N82E16814500436?Item=9SIAD6H86R1160
EVGA,EVGA GeForce GTX 1080 Ti FTW3 GAMING| 11G-P4-6696-KR 11GB| GDDR5X| iCX Technology - 9 Thermal Sensors & RGB LED G/P/M Video Graphics Card,$1120.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1080-ti-11g-p4-6696-kr/p/1FT-001K-002R9?Item=9SIAE8D8D51945
XFX,XFX GeForce 8600 GT DirectX 10 PVT84JYAJG 512MB 128-Bit GDDR2 PCI Express x16 SLI Support Video Card,$225.00,Free Shipping,https://www.newegg.com/xfx-geforce-8600-gt-pvt84jyajg/p/N82E16814150247?Item=9SIAE8DADK7104
ASUS,ASUS GeForce GTX 1070 DirectX 12 90YV09T1-M0NA00 8GB 256-Bit GDDR5 PCI Express 3.0 x16 Video Card,$620.00,Free Shipping,https://www.newegg.com/asus-geforce-gtx-1070-90yv09t1-m0na00/p/N82E16814126157?Item=9SIAE8D9EZ6382
PNY Technologies  Inc.,PNY GeForce RTX 2080 XLR8 Gaming Overclocked Edition Graphics Card| VCG20808DFPPB-O,$942.24,Free Shipping,https://www.newegg.com/pny-geforce-rtx-2080-vcg20808dfppb-o/p/N82E16814133759?Item=9SIA8N28VB6323
EVGA,EVGA GeForce 8400 GS DirectX 10 512-P2-N738-LR 512MB 64-Bit DDR2 PCI Express x16 HDCP Ready Video Card,$124.49,Free Shipping,https://www.newegg.com/evga-geforce-8400-gs-512-p2-n738-lr/p/N82E16814130313?Item=9SIA5758R59383
EVGA,EVGA GeForce FX 5200 DirectX 9 128-A8-N303-L2 128MB 64-Bit DDR AGP 4X/8X Video Card,$99.99,$3.94 Shipping,https://www.newegg.com/evga-geforce-fx-5200-128-a8-n303-l2/p/N82E16814130210?Item=9SIAGSCAPA8656
ASUS,Asus ENGTX550 DC/DI/1G GeForce GTX 550 TI Graphic Card - 1 GB GDDR5 SDRAM,$210.00,Free Shipping,https://www.newegg.com/asus-geforce-gtx-550-ti-engtx550-dc-di-1g/p/N82E16814121680?Item=9SIAE8D84J0336
MSI,MSI GeForce 7300LE DirectX 9 NX7300LE-TD256EH 256MB 64-Bit GDDR2 PCI Express x16 Video Card,$99.00,$12.00 Shipping,https://www.newegg.com/msi-geforce-7300le-nx7300le-td256eh/p/N82E16814127269?Item=9SIADRA8N76078
EVGA,EVGA GeForce GTX 1070 SC GAMING ACX 3.0 8GB| 08G-P4-6173-KR| GDDR5| LED| DX12 OSD Support (PXOC) Video Graphics Card,$620.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-08g-p4-6173-kr/p/1FT-001K-002S4?Item=9SIAE8D8EV5001
MSI,MSI GeForce GT 710 2GB DirectX 12 GT 710 2GD3H LP 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile Video Graphics Card,$62.73,Free Shipping,https://www.newegg.com/msi-geforce-gt-710-gt-710-2gd3h-lp/p/1FT-0009-000Y8?Item=9SIAFJ8A0U3384
EVGA,EVGA GeForce GT 710 1GB DirectX 12 01G-P3-2711-KR 64-Bit DDR3 PCI Express 2.0 Low Profile Video Graphics Card,$62.99,Free Shipping,https://www.newegg.com/evga-geforce-gt-710-01g-p3-2711-kr/p/1FT-001K-002F8?Item=9SIA73M76R0345
EVGA,EVGA GeForce GTX 980 4GB 04G-P4-1980-KR GAMING| Silent Cooling Video Graphics Card,$589.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-980-04g-p4-1980-kr/p/1FT-001K-00053?Item=9SIAE8D8HT2703
EVGA,EVGA Corporation 02G-P4-3757-KR EVGA GeForce GTX 750 Ti Graphic Card - 1.19 GHz,$330.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-750-ti-02g-p4-3757-kr/p/1FT-001K-000P1?Item=9SIAE8D9DK2272
ASUS,ASUS ROG GeForce GTX 1080 ROG STRIX-GTX1080-O8G-GAMING (90YV09M1-M0NM00) 8GB 256-Bit GDDR5X PCI Express 3.0 HDCP Ready Video Card,$860.00,Free Shipping,https://www.newegg.com/asus-geforce-gtx-1080-rog-strix-gtx1080-o8g-gaming/p/N82E16814126176?Item=9SIAE8D8EG8822
MSI,MSI GeForce GTX 1060 6GB DirectX 12 GTX 1060 6GT OCV1 192-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Graphics Card,$489.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1060-gtx-1060-6gt-ocv1/p/1FT-0009-000Z1?Item=9SIAE8D9C96311
MSI,MSI GeForce GTX 1050 Ti 4GB DirectX 12 GTX 1050 Ti 4GT OC 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Graphics Card,$190.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1050-ti-gtx-1050-ti-4gt-oc/p/1FT-0009-000Z2?Item=9SIA25VA0F4023
Coolfans,1GB OPTIPLEX SFF DT Half Height Size Length DELL Low Profile Video Graphics Card,$88.18,Free Shipping,https://www.newegg.com/p/1FT-009W-00003?Item=9SIAKRFA7Y0812
EVGA,EVGA GeForce GTX 1060 SC GAMING| ACX 2.0 (Single Fan) 6GB| 06G-P4-6163-KR| GDDR5| DX12 OSD Support (PXOC)| Only 6.8 Inches Video Graphics Card,$439.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1060-06g-p4-6163-kr/p/1FT-001K-002M2?Item=9SIAE8D96W3629
MSI,MSI GeForce GTX 1060 6GB DirectX 12 GTX 1060 ARMOR 6G OCV1 192-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Graphics Card,$489.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1060-gtx-1060-armor-6g-ocv1/p/1FT-0009-000Z6?Item=9SIAE8D9C96192
MSI,MSI GeForce GT 710 1GB DirectX 12 GT 710 1GD3H LPV1 64-Bit DDR3 PCI Express 2.0 x8 HDCP Ready Low Profile Video Graphics Card,$49.95,Free Shipping,https://www.newegg.com/msi-geforce-gt-710-gt-710-1gd3h-lpv1/p/1FT-0009-000Y1?Item=9SIAFJ8A0U5776
EVGA,EVGA GeForce GTX 1080 Ti SC2 HYBRID GAMING| 11G-P4-6598-KR| 11GB GDDR5X| HYBRID & LED| iCX Technology - 9 Thermal Sensors Video Graphics Card,$1099.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1080-ti-11g-p4-6598-kr/p/1FT-001K-001A7?Item=9SIAE8D8G65607
None,2GB Half Height Low Profile Dual Screen Monitor Display View Video Graphics Card,$118.97,Free Shipping,https://www.newegg.com/p/1FT-002U-000A1?Item=9SIA5758KM4605
EVGA,EVGA GeForce GTX 1060 GAMING 6GB| ACX 2.0 (Single Fan)| 06G-P4-6161-KR| GDDR5| DX12 OSD Support (PXOC)| Only 6.8 Inches Video Graphics Card,$439.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1060-06g-p4-6161-kr/p/1FT-001K-002S3?Item=9SIAE8DA3T1205
Coolfans,2GB OPTIPLEX 7010 990 980 960 790 780 DELL Half Height Low Profile Video Card,$126.51,Free Shipping,https://www.newegg.com/p/1FT-009W-00002?Item=9SIAKRFA7Y0552
EVGA,EVGA GeForce GTX 1070 Ti FTW ULTRA SILENT GAMING| 8GB GDDR5| ACX 3.0 & RGB LED Graphics Card 08G-P4-6678-KR,$695.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-ti-08g-p4-6678-kr/p/1FT-001K-00481?Item=9SIAE8D9C35246
XFX,XFX GeForce GTX 285 DirectX 10 GX285XZWFF 1GB 512-Bit DDR3 PCI Express 2.0 x16 HDCP Ready SLI Support Video Card,$249.99,$4.69 Shipping,https://www.newegg.com/xfx-geforce-gtx-285-gx285xzwff/p/N82E16814150367?Item=9SIAGSC7VW7653
GIGABYTE,GIGABYTE NVIDIA GeForce GT 1030 DirectX 12 64-Bit GDDR5 PCI Express x16 ATX Video Card,$116.93,Free Shipping,https://www.newegg.com/gigabyte-geforce-gt-1030-gv-n1030oc-2gi/p/1FT-000A-000W9?Item=9SIA1K69MB8883
EVGA,EVGA GeForce GTX 1070 SC GAMING ACX 3.0 Black Edition 8GB| 08G-P4-5173-KR| GDDR5| LED| DX12 OSD Support (PXOC) Video Graphics Card,$620.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-08g-p4-5173-kr/p/1FT-001K-002M1?Item=9SIAE8D8EV5002
EVGA,EVGA GeForce GTX 1660 XC ULTRA BLACK GAMING| 6GB GDDR5| Dual HDB Fan 06G-P4-1165-KR,$628.87,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1660-06g-p4-1165-kr/p/1FT-001K-004W1?Item=9SIA5759K90648
EVGA,EVGA GeForce GTX 1660 XC Gaming| 6GB GDDR5| HDB Fan| 06G-P4-1163-KR,$296.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1660-06g-p4-1163-kr/p/1FT-001K-00479?Item=9SIA25VB946136
EVGA,EVGA 01G-P3-1458-TR GeForce GTS 450 (Fermi) FTW 1GB 128-bit GDDR5 PCI Express 2.0 x16 HDCP Ready SLI Support Video Card,$199.00,Free Shipping,https://www.newegg.com/evga-geforce-gts-450-01g-p3-1458-tr/p/N82E16814130577?Item=9SIAE8D8SB2710
PNY Technologies  Inc.,PNY GeForce 6600 DirectX 9 VCG66256XPB 256MB 128-Bit DDR PCI Express x16 SLI Support Video Card,$259.00,$4.95 Shipping,https://www.newegg.com/pny-geforce-6600-vcg66256xpb/p/N82E16814133154?Item=9SIAE8D7946647
Corn Electronics,CORN GTX 960 128-Bit 2GB GDDR5 Graphic Card with dual fans Video Card GPU Support DirectX12 PCI Express 3.0 DP/DVI-D/HDMI|Play for LOL|PUBG|OW|APex|CSGO etc.,$162.49,Free Shipping,https://www.newegg.com/p/1FT-0040-00024?Item=9SIA4RE8Y69134
None,2GB INSPIRON 5675 3847 3670 3668 3656 3650 2668 FOR DELL Minitower Video Card,$128.97,Free Shipping,https://www.newegg.com/p/1FT-002U-000K4?Item=9SIA575AB12386
Inno3D,Geforce GT 730 2GB DDR3 PCI Expressx16 Video Graphics Card HMDI windows 8/7/vis,$292.99,Free Shipping,https://www.newegg.com/p/1FT-000N-000J2?Item=9SIA4RE7CE9843
EVGA,EVGA GeForce GT 710 DirectX 12 01G-P3-2711-KR 1GB 64-Bit DDR3 PCI Express 2.0 Low Profile Video Card,$59.99,Free Shipping,https://www.newegg.com/evga-geforce-gt-710-01g-p3-2711-kr/p/1FT-001K-00402?Item=9SIAG7R90E0556
MSI,MSI GeForce 210 DirectX 10.1 N210-MD1G/D3 1GB 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile Ready Video Card,$56.99,Free Shipping,https://www.newegg.com/msi-geforce-210-n210-md1g-d3/p/1FT-0009-002E7?Item=9SIAG7R95D5241
EVGA,EVGA GeForce GTX 1650 XC Black Gaming Video Card| 4GB GDDR5| 04G-P4-1151-KR,$239.99,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1650-04g-p4-1151-kr/p/1FT-001K-004T7?Item=9SIA73M9685625
MSI,MSI GeForce GT 1030 DirectX 12 GT 1030 2GD4 LP OC 2GB 64-Bit DDR4 PCI Express 3.0 x16 (Uses x4) HDCP Ready Low Profile Video Card,$96.45,Free Shipping,https://www.newegg.com/msi-geforce-gt-1030-gt-1030-2gd4-lp-oc/p/1FT-0009-001E9?Item=9SIA1K69BT7267
None,MINGYING GeForce GTX 1050 DirectX 12 GTX 1050 2GB 128-Bit GDDR5 PCI Express 3.0 x16 ATX Video Card DP HDMI DVI-D,$159.89,Free Shipping,https://www.newegg.com/mingying-geforce-gtx-1050-geforce-1050-2g/p/1FT-009P-00004?Item=9SIADJRBG87303
EVGA,EVGA GeForce GT 710 DirectX 12 01G-P3-2711-KR 1GB 64-Bit DDR3 PCI Express 2.0 Low Profile Video Card,$59.99,Free Shipping,https://www.newegg.com/evga-geforce-gt-710-01g-p3-2711-kr/p/1FT-001K-00402?Item=9SIAG7R90E0556
EVGA,EVGA 200 GeForce 210 DirectX 10.1 1GB 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile Video Card  01G-P3-1312-LR,$55.63,Free Shipping,https://www.newegg.com/evga-geforce-210-01g-p3-1312-lr/p/1FT-001K-00418?Item=9SIA1K69FY1106
MSI,MSI Gaming GeForce GT 710 2GB GDRR3 64-bit HDCP Support DirectX 12 OpenGL 4.5 Single Fan Low Profile Graphics Card (GT 710 2GD3 LP),$79.99,Free Shipping,https://www.newegg.com/msi-geforce-gt-710-gt-710-2gd3-lp/p/1FT-0009-002E1?Item=9SIAG7R9527034
EVGA,EVGA GeForce Cooling Graphics Card GTX 970 4GB SC+ GAMING ACX 2.0| 4096MB GDDR5,$425.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-970-04g-p4-2977-kr/p/1FT-001K-00070?Item=9SIAE8D88C3887
EVGA,EVGA GeForce 210 DirectX 10.1 01G-P3-1313-KR 1GB 64-Bit DDR3 PCI Express 2.0 HDCP Ready Low Profile Ready Video Card,$59.99,Free Shipping,https://www.newegg.com/evga-geforce-210-01g-p3-1313-kr/p/1FT-001K-00403?Item=9SIAG7R90E1075
ASUS,ASUS Cerberus GeForce GTX 1050 Ti 4GB GDDR5 Gaming Graphics Card| CERBERUS-GTX1050TI-A4G,$350.99,Free Shipping,https://www.newegg.com/asus-geforce-gtx-1050-ti-cerberus-gtx1050ti-o4g/p/1FT-000Y-00277?Item=9SIA4RE8WH8083
None,1GB OPTIPLEX 3040 3050 5040 5050 7040 7050 9010 9020 Full Height Size Video Card,$99.97,Free Shipping,https://www.newegg.com/p/1FT-002U-000E9?Item=9SIA5758TZ5020
MSI,MSI GeForce GT 1030 DirectX 12 GT 1030 2GD4 LP OC 2GB 64-Bit DDR4 PCI Express 3.0 x16 (Uses x4) HDCP Ready Low Profile Video Card,$96.45,Free Shipping,https://www.newegg.com/msi-geforce-gt-1030-gt-1030-2gd4-lp-oc/p/1FT-0009-001E9?Item=9SIA1K69BT7267
Corn Electronics,CORN GTX 1050 Ti 128-Bit 4GB GDDR5 Graphic Card with dual fans DirectX12 Video Card GPU PCI Express 3.0 DP/DVI-D/HDMI|Play for LOL|DOTA|COD|PUBG|Apex etc.,$207.99,Free Shipping,https://www.newegg.com/p/1FT-0040-00018?Item=9SIA4RE8VD8751
EVGA,EVGA GeForce GT 1030 SC| 02G-P4-6332-KR| 2GB GDDR5| Passive| Low Profile,$139.99,Free Shipping,https://www.newegg.com/evga-geforce-gt-1030-02g-p4-6332-kr/p/1FT-001K-00407?Item=9SIAG7R90E2172
MSI,MSI GeForce GTX 1060 DirectX 12 GTX 1060 GAMING X 6G 6GB 192-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Card,$489.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1060-gtx-1060-gaming-x-6g/p/1FT-0009-001D7?Item=9SIAE8D9MU1996
MSI,MSI Gaming GeForce GTX 1080 8GB GDDR5X SLI DirectX 12 VR Ready Graphics Card (GTX 1080 GAMING X 8G),$860.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1080-gtx-1080-gaming-x-8g/p/1FT-0009-001D4?Item=9SIAE8D8JA8084
Jaton Corporation,JATON GeForce 6200 DirectX 9 VIDEO-348PCI-LP 512MB 64-Bit DDR2 PCI Low Profile Ready Video Card,$88.52,Free Shipping,https://www.newegg.com/jaton-geforce-6200-video-348pci-lp/p/N82E16814139034?Item=9SIA6ZP3S61293
MSI,MSI GeForce GT 710 DirectX 12 GT 710 2GD3 LP 2GB 64-Bit DDR3 PCI Express 2.0 HDCP Ready Low Profile Video Card,$71.97,Free Shipping,https://www.newegg.com/msi-geforce-gt-710-gt-710-2gd3-lp/p/1FT-0009-001F5?Item=9SIA8N28F61284
None,1GB nVIDIA GeForce PCIe 2.0 x16 Single Slot Low Profile Video Graphics Card for HP COMPAQ dc5750 dc5800 dc5850 dc6000 SFF,$84.00,$10.84 Shipping,https://www.newegg.com/p/1FT-000E-001D4?Item=9SIA4UBAVE4038
None,1GB Low Profile Half Height Size Length Single Slot PCIe x1 Video Graphics Card,$147.58,$11.53 Shipping,https://www.newegg.com/p/1FT-000E-001E1?Item=9SIA4UBAVE4055
EVGA,EVGA 200 GeForce 210 1GB DirectX 10.1 01G-P3-1312-LR 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile Video Graphics Card,$55.63,Free Shipping,https://www.newegg.com/evga-geforce-210-01g-p3-1312-lr/p/1FT-001K-002F3?Item=9SIA1K69FY1102
EVGA,EVGA GeForce GT 1030 SC| 02G-P4-6333-KR| 2GB GDDR5| Low Profile,$97.99,Free Shipping,https://www.newegg.com/evga-geforce-gt-1030-02g-p4-6333-kr/p/1FT-001K-00398?Item=9SIAFJ8A0X2328
None,MAXSUN GeForce GT 730 DirectX 12 730HHII2G 2GB 128-Bit DDR3 PCI Express 2.0 x16 Standard ATX Video Card HDMI+DVI+VGA,$99.89,Free Shipping,https://www.newegg.com/maxsun-geforce-gt-730-gt-730-hhii2g/p/1FT-009J-00001?Item=9SIADJRBG87442
MSI,MSI GeForce GTX 1050 Ti DirectX 12 GTX 1050 Ti 4GT OC 4GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Card,$190.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1050-ti-gtx-1050-ti-4gt-oc/p/1FT-0009-001F3?Item=9SIA25VA0F4001
None,MAXSUN GeForce GT 710 DirectX 12 GT 710 HHII 2GB 64-Bit DDR3 PCI Express 2.0 x16 Low Profile Video Card HDMI+DVI+VGA,$79.89,Free Shipping,https://www.newegg.com/maxsun-geforce-gt-710-gt-710-hhii/p/1FT-009J-00007?Item=9SIADJRBG87448
EVGA,EVGA GeForce GT 1030 DirectX 12 02G-P4-6338-KR 2GB 64-Bit GDDR5 PCI Express 3.0 Video Card,$112.00,Free Shipping,https://www.newegg.com/evga-geforce-gt-1030-02g-p4-6338-kr/p/1FT-001K-003A8?Item=9SIA25V8A98146
GIGABYTE,GIGABYTE NVIDIA GeForce GT 1030 Low Profile 2G Computer Graphics Card,$111.88,Free Shipping,https://www.newegg.com/gigabyte-geforce-gt-1030-gv-n1030d5-2gl/p/1FT-000A-000W8?Item=9SIA1K69MA1576
None,2GB 2048MB PCIe 2.0 x16 Single Slot Full Height Size Length Video Graphics Card for HP EliteDesk 800 705 G1 G2 G3 Z210 Z220 TOWER Desktop PC Model,$117.49,$8.08 Shipping,https://www.newegg.com/p/1FT-000E-001C6?Item=9SIA4UBAVE4025
Corn Electronics,CORN GTX1050 128-Bit 2GB GDDR5 Graphic Card DirectX12 Video Card GPU PCI Express 3.0 DP/DVI-D/HDMI|Play for LOL|DOTA|COD|War Thunder etc.,$233.99,Free Shipping,https://www.newegg.com/p/1FT-0040-00043?Item=9SIA4RE91E8976
MSI,MSI GeForce GT 1030 DirectX 12 2GB 64-Bit GDDR5 PCI Express 3.0 x16 (uses x4) HDCP Ready Low Profile Video Card (GT 1030 2G LP OC),$129.99,Free Shipping,https://www.newegg.com/msi-geforce-gt-1030-gt-1030-2g-lp-oc/p/1FT-0009-00478?Item=9SIA73MAFX8722
None,PNY NVIDIA NVS 300 x16 DVI and VGA Display Video Card Business Graphics Board,$62.99,Free Shipping,https://www.newegg.com/p/1FT-005V-00076?Item=9SIA5758PG9135
NVIDIA,Nvidia Quadro 4000 2GB GDDR5 SDRAM PCI Express x16 Video Card,$209.00,Free Shipping,https://www.newegg.com/nvidia-quadro-4000/p/27N-001E-00033?Item=9SIAE8D8356765
MSI,MSI GeForce GTX 1050 Ti DirectX 12 GTX 1050 Ti 4GT OC 4GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Card,$190.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1050-ti-gtx-1050-ti-4gt-oc/p/1FT-0009-001V8?Item=9SIA25VA0F3990
Corn Electronics,CORN GTX770 256-Bit 4GB GDDR5 Graphic Card DirectX11 Video Card GPU PCI Express 3.0 DP/DVI-D/HDMI|Play for LOL|DOTA|COD|War Thunder etc.,$155.99,Free Shipping,https://www.newegg.com/p/1FT-0040-00042?Item=9SIA4RE90W6313
None,MAXSUN GeForce GT 730 DirectX 12 730HHIII2G 2GB 128-Bit DDR3 PCI Express 2.0 x16 Standard ATX Video Card HDMI+DVI+VGA,$79.99,$4.27 Shipping,https://www.newegg.com/maxsun-geforce-gt-730-gt-730-tfiii2g/p/1FT-009J-00010?Item=9SIAGKC9V57592
EVGA,EVGA GeForce GTX 1650 XC Black GAMING Video Card| 04G-P4-1151-KR| 4GB GDDR5,$239.99,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1650-04g-p4-1151-kr/p/1FT-001K-004W3?Item=9SIAG7R9CE9805
None,MAXSUN GeForce GTX 1050 Ti DirectX 12 GTX 1050 Ti TM4GM4 4GB 128-Bit GDDR5 PCI Express 3.0 x16 Standard ATX Video Card Gaming Graphics Card GTX 1050TI  GPU,$179.89,Free Shipping,https://www.newegg.com/maxsun-geforce-gtx-1050-ti-gtx-1050ti-tm4gm4/p/1FT-009J-00011?Item=9SIADJRBG87449
EVGA,EVGA GeForce GT 710 DirectX 12 2GB 64-Bit DDR3 PCI Express 2.0 Video Card 02G-P3-2717-KR,$86.99,Free Shipping,https://www.newegg.com/evga-geforce-gt-710-02g-p3-2717-kr/p/1FT-001K-004U4?Item=9SIAG7R9C45331
